,latitude,longitude,station id,station name,nhood id
310,40.74691959,-74.00451887,462,W 22 St & 10 Ave,4
311,40.69608941,-73.97803415,119,Park Ave & St Edwards St,2
312,40.724055,-73.955736,3105,N 15 St & Wythe Ave,10
313,40.76344058,-73.98268129,469,Broadway & W 53 St,11
314,40.71542197,-74.01121978,147,Greenwich St & Warren St,3
315,40.71117416,-74.00016545,82,St James Pl & Pearl St,2
316,40.72362738,-73.99949601,303,Mercer St & Spring St,3
317,40.749717753,-74.002950346,388,W 26 St & 10 Ave,4
318,40.72706363348306,-73.99662137031554,3260,Mercer St & Bleecker St,4
319,40.75645824,-73.99372222,488,W 39 St & 9 Ave,5
320,40.77314236,-73.95856158,3154,E 77 St & 3 Ave,6
321,40.71911552,-74.00666661,79,Franklin St & W Broadway,3
322,40.70569254,-74.01677685,2008,Little West St & 1 Pl,3
323,40.72015227023285,-74.01036500930786,329,Greenwich St & North Moore St,3
324,40.77492513,-73.98266566,3159,W 67 St & Broadway,7
325,40.71219906,-73.97948148,332,Cherry St,1
326,40.69474881,-73.98362464,261,Johnson St & Gold St,2
327,40.71739973,-73.98016555,342,Columbia St & Rivington St,1
328,40.74436328706688,-73.95587325096129,3122,48 Ave & 5 St,9
329,40.759107,-73.959223,2022,E 60 St & York Ave,9
330,40.698617,-73.941342,3179,Park Ave & Marcus Garvey Blvd,12
331,40.68236870000001,-73.944118,3047,Halsey St & Tompkins Ave,12
332,40.74025878,-73.98409214,537,Lexington Ave & E 24 St,8
333,40.71269042,-73.98776323,340,Madison St & Clinton St,2
334,40.75714758,-73.97207836,522,E 51 St & Lexington Ave,11
335,40.70281858,-73.98765762,414,Pearl St & Anchorage Pl,2
336,40.77452835,-73.98753759,3176,W 64 St & West End Ave,7
337,40.7801839724239,-73.97728532552719,3161,W 76 St & Columbus Ave,7
338,40.72368361,-73.97574813,266,Avenue D & E 8 St,10
339,40.68650065,-73.96563307,275,Washington Ave & Greene Ave,12
340,40.71748752,-74.0104554,276,Duane St & Greenwich St,3
341,40.78499979,-73.97283406,3170,W 84 St & Columbus Ave,7
342,40.68683208,-73.9796772,298,3 Ave & Schermerhorn St,2
343,40.76817546742245,-73.95910263061523,3153,E 71 St & 2 Ave,9
344,40.71939226,-74.00247214,257,Lispenard St & Broadway,3
345,40.75892386377695,-73.96226227283478,3243,E 58 St & 1 Ave,9
346,40.69622937,-73.94371094,3061,Throop Ave & Myrtle Ave,12
347,40.725848299999996,-73.95064893,3111,Norman Ave & Leonard St,10
348,40.682601,-73.938037,3046,Marcus Garvey Blvd & Macon St,12
349,40.68851534,-73.9647628,399,Lafayette Ave & St James Pl,12
350,40.78057799010335,-73.98562431335448,3166,Riverside Dr & W 72 St,7
351,40.72082834,-73.97793172,302,Avenue D & E 3 St,10
352,40.75510267,-73.97498696,359,E 47 St & Park Ave,11
353,40.7867947,-73.977112,3177,W 84 St & Broadway,7
354,40.73143724085228,-73.99490341544151,3244,University Pl & E 8 St,4
355,40.74718234,-73.9432635,3126,44 Dr & Jackson Ave,9
356,40.77163851,-73.98261428,3158,W 63 St & Broadway,7
357,40.69425403,-73.94626915,3060,Willoughby Ave & Tompkins Ave,12
358,40.69766564,-73.98476437,278,Concord St & Bridge St,2
359,40.69991755,-73.98971773,321,Cadman Plaza E & Red Cross Pl,2
360,40.75724567911726,-73.97805914282799,3233,E 48 St & 5 Ave,11
361,40.724812564400175,-73.94752621650694,3100,Nassau Ave & Newell St,10
362,40.7606597,-73.98042047,510,W 51 St & 6 Ave,11
363,40.758996559605116,-73.96865397691727,3223,E 55 St & 3 Ave,9
364,40.76663814,-73.95348296,3156,E 72 St & York Ave,9
365,40.77391390238118,-73.9543953537941,3238,E 80 St & 2 Ave,6
366,40.7785669,-73.97754961,3172,W 74 St & Columbus Ave,7
367,40.751283596962296,-73.99692445993422,3230,Penn Station Valet,8
368,40.73232194,-73.9550858,3115,India St & Manhattan Ave,10
369,40.72557000000001,-73.94434,3108,Nassau Ave & Russell St,10
370,40.7734066,-73.97782542,3163,Central Park West & W 68 St,7
371,40.75500254,-73.98014437,484,W 44 St & 5 Ave,11
